plantID,site,species,site-species,growthform,phenophase,year,estimate,doy1,doy2,doy-diff
NEON.PLA.D06.KONZ.06566,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2017,311,305,311,6
NEON.PLA.D06.KONZ.06567,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth start,2016,158,152,158,6
NEON.PLA.D06.KONZ.06567,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth end,2016,250,250,253,3
NEON.PLA.D06.KONZ.06567,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,first color,2016,259,256,259,3
NEON.PLA.D06.KONZ.06567,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,leaves shed end,2016,319,312,319,7
NEON.PLA.D06.KONZ.06568,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2016,250,245,250,5
NEON.PLA.D06.KONZ.06568,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2016,253,250,256,6
NEON.PLA.D06.KONZ.06568,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2016,266,266,270,4
NEON.PLA.D06.KONZ.06568,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2016,319,312,319,7
NEON.PLA.D06.KONZ.06568,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth start,2017,90,82,90,8
NEON.PLA.D06.KONZ.06568,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth end,2017,118,118,122,4
NEON.PLA.D06.KONZ.06568,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2017,234,219,234,15
NEON.PLA.D06.KONZ.06568,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2017,276,272,283,11
NEON.PLA.D06.KONZ.06568,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2017,283,283,290,7
NEON.PLA.D06.KONZ.06568,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2017,318,311,318,7
NEON.PLA.D06.KONZ.06569,KONZ,ANGE,KONZ-ANGE,Graminoid,first flower,2016,250,245,250,5
NEON.PLA.D06.KONZ.06569,KONZ,ANGE,KONZ-ANGE,Graminoid,peak flower,2016,253,250,256,6
NEON.PLA.D06.KONZ.06569,KONZ,ANGE,KONZ-ANGE,Graminoid,last flower,2016,256,256,259,3
NEON.PLA.D06.KONZ.06569,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2016,305,298,305,7
NEON.PLA.D06.KONZ.06569,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth start,2017,97,94,97,3
NEON.PLA.D06.KONZ.06569,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth end,2017,122,122,125,3
NEON.PLA.D06.KONZ.06569,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2017,269,265,269,4
NEON.PLA.D06.KONZ.06570,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth start,2016,166,158,166,8
NEON.PLA.D06.KONZ.06570,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth end,2016,253,253,256,3
NEON.PLA.D06.KONZ.06570,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,first color,2016,280,277,280,3
NEON.PLA.D06.KONZ.06570,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,leaves shed end,2016,333,319,333,14
NEON.PLA.D06.KONZ.06571,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth start,2016,158,152,158,6
NEON.PLA.D06.KONZ.06571,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth end,2016,250,250,253,3
NEON.PLA.D06.KONZ.06571,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,first color,2016,266,263,266,3
NEON.PLA.D06.KONZ.06571,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,leaves shed end,2016,319,312,319,7
NEON.PLA.D06.KONZ.06572,KONZ,ANGE,KONZ-ANGE,Graminoid,first flower,2016,250,245,250,5
NEON.PLA.D06.KONZ.06572,KONZ,ANGE,KONZ-ANGE,Graminoid,peak flower,2016,256,253,259,6
NEON.PLA.D06.KONZ.06572,KONZ,ANGE,KONZ-ANGE,Graminoid,last flower,2016,259,259,263,4
NEON.PLA.D06.KONZ.06572,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2016,280,277,280,3
NEON.PLA.D06.KONZ.06572,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth start,2017,101,97,101,4
NEON.PLA.D06.KONZ.06572,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth end,2017,104,104,108,4
NEON.PLA.D06.KONZ.06572,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2017,283,276,283,7
NEON.PLA.D06.KONZ.06573,KONZ,ANGE,KONZ-ANGE,Graminoid,first flower,2016,245,242,245,3
NEON.PLA.D06.KONZ.06573,KONZ,ANGE,KONZ-ANGE,Graminoid,peak flower,2016,256,253,259,6
NEON.PLA.D06.KONZ.06573,KONZ,ANGE,KONZ-ANGE,Graminoid,last flower,2016,263,263,266,3
NEON.PLA.D06.KONZ.06573,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2016,319,312,319,7
NEON.PLA.D06.KONZ.06573,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth start,2017,111,108,111,3
NEON.PLA.D06.KONZ.06573,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth end,2017,118,118,122,4
NEON.PLA.D06.KONZ.06573,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2017,297,290,297,7
NEON.PLA.D06.KONZ.06574,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2016,256,253,256,3
NEON.PLA.D06.KONZ.06574,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2016,257,256,259,3
NEON.PLA.D06.KONZ.06574,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2016,266,266,270,4
NEON.PLA.D06.KONZ.06574,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2016,333,319,333,14
NEON.PLA.D06.KONZ.06574,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth start,2017,97,94,97,3
NEON.PLA.D06.KONZ.06574,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth end,2017,108,108,111,3
NEON.PLA.D06.KONZ.06574,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2017,305,297,305,8
NEON.PLA.D06.KONZ.06576,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth start,2016,158,152,158,6
NEON.PLA.D06.KONZ.06576,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth end,2016,256,256,259,3
NEON.PLA.D06.KONZ.06576,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,first color,2016,259,256,259,3
NEON.PLA.D06.KONZ.06576,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,leaves shed end,2016,333,319,333,14
NEON.PLA.D06.KONZ.06577,KONZ,ANGE,KONZ-ANGE,Graminoid,first flower,2016,256,253,256,3
NEON.PLA.D06.KONZ.06577,KONZ,ANGE,KONZ-ANGE,Graminoid,peak flower,2016,256,253,259,6
NEON.PLA.D06.KONZ.06577,KONZ,ANGE,KONZ-ANGE,Graminoid,last flower,2016,259,259,263,4
NEON.PLA.D06.KONZ.06577,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2016,319,312,319,7
NEON.PLA.D06.KONZ.06577,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth start,2017,82,76,82,6
NEON.PLA.D06.KONZ.06577,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth end,2017,104,104,108,4
NEON.PLA.D06.KONZ.06577,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2017,305,297,305,8
NEON.PLA.D06.KONZ.06578,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2016,238,235,238,3
NEON.PLA.D06.KONZ.06578,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2016,256,253,259,6
NEON.PLA.D06.KONZ.06578,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2016,263,263,266,3
NEON.PLA.D06.KONZ.06578,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2016,333,319,333,14
NEON.PLA.D06.KONZ.06578,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth start,2017,97,94,97,3
NEON.PLA.D06.KONZ.06578,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth end,2017,104,104,108,4
NEON.PLA.D06.KONZ.06578,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2017,255,251,255,4
NEON.PLA.D06.KONZ.06578,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2017,267,265,269,4
NEON.PLA.D06.KONZ.06578,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2017,283,283,290,7
NEON.PLA.D06.KONZ.06578,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2017,311,305,311,6
NEON.PLA.D06.KONZ.06579,KONZ,ANGE,KONZ-ANGE,Graminoid,first flower,2016,245,238,245,7
NEON.PLA.D06.KONZ.06579,KONZ,ANGE,KONZ-ANGE,Graminoid,peak flower,2016,245,242,250,8
NEON.PLA.D06.KONZ.06579,KONZ,ANGE,KONZ-ANGE,Graminoid,last flower,2016,253,253,256,3
NEON.PLA.D06.KONZ.06579,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2016,319,312,319,7
NEON.PLA.D06.KONZ.06579,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth start,2017,90,82,90,8
NEON.PLA.D06.KONZ.06579,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth end,2017,97,97,101,4
NEON.PLA.D06.KONZ.06579,KONZ,ANGE,KONZ-ANGE,Graminoid,first flower,2017,262,258,262,4
NEON.PLA.D06.KONZ.06579,KONZ,ANGE,KONZ-ANGE,Graminoid,peak flower,2017,270,269,272,3
NEON.PLA.D06.KONZ.06579,KONZ,ANGE,KONZ-ANGE,Graminoid,last flower,2017,283,283,290,7
NEON.PLA.D06.KONZ.06579,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2017,311,305,311,6
NEON.PLA.D06.KONZ.06580,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2016,238,235,238,3
NEON.PLA.D06.KONZ.06580,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2016,253,250,256,6
NEON.PLA.D06.KONZ.06580,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2016,270,270,273,3
NEON.PLA.D06.KONZ.06580,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2016,333,319,333,14
NEON.PLA.D06.KONZ.06580,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth start,2017,82,76,82,6
NEON.PLA.D06.KONZ.06580,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth end,2017,101,101,104,3
NEON.PLA.D06.KONZ.06580,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2017,258,255,258,3
NEON.PLA.D06.KONZ.06580,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2017,276,272,283,11
NEON.PLA.D06.KONZ.06580,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2017,283,283,290,7
NEON.PLA.D06.KONZ.06580,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2017,318,311,318,7
NEON.PLA.D06.KONZ.06581,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth start,2016,158,152,158,6
NEON.PLA.D06.KONZ.06581,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth end,2016,253,253,256,3
NEON.PLA.D06.KONZ.06581,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,first color,2016,256,253,256,3
NEON.PLA.D06.KONZ.06581,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,leaves shed end,2016,333,319,333,14
NEON.PLA.D06.KONZ.06582,KONZ,ANGE,KONZ-ANGE,Graminoid,first flower,2016,242,238,242,4
NEON.PLA.D06.KONZ.06582,KONZ,ANGE,KONZ-ANGE,Graminoid,peak flower,2016,249,245,250,5
NEON.PLA.D06.KONZ.06582,KONZ,ANGE,KONZ-ANGE,Graminoid,last flower,2016,256,256,259,3
NEON.PLA.D06.KONZ.06582,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2016,319,312,319,7
NEON.PLA.D06.KONZ.06582,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth start,2017,94,90,94,4
NEON.PLA.D06.KONZ.06582,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth end,2017,97,97,101,4
NEON.PLA.D06.KONZ.06582,KONZ,ANGE,KONZ-ANGE,Graminoid,first flower,2017,283,276,283,7
NEON.PLA.D06.KONZ.06582,KONZ,ANGE,KONZ-ANGE,Graminoid,last flower,2017,283,283,290,7
NEON.PLA.D06.KONZ.06582,KONZ,ANGE,KONZ-ANGE,Graminoid,peak flower,2017,283,276,290,14
NEON.PLA.D06.KONZ.06582,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2017,305,297,305,8
NEON.PLA.D06.KONZ.06583,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2016,253,250,253,3
NEON.PLA.D06.KONZ.06583,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2016,259,259,263,4
NEON.PLA.D06.KONZ.06583,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2016,259,256,263,7
NEON.PLA.D06.KONZ.06583,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2016,333,319,333,14
NEON.PLA.D06.KONZ.06583,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth start,2017,90,82,90,8
NEON.PLA.D06.KONZ.06583,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth end,2017,104,104,108,4
NEON.PLA.D06.KONZ.06583,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2017,311,305,311,6
NEON.PLA.D06.KONZ.06584,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth start,2016,158,152,158,6
NEON.PLA.D06.KONZ.06584,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth end,2016,250,250,253,3
NEON.PLA.D06.KONZ.06584,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,first color,2016,256,253,256,3
NEON.PLA.D06.KONZ.06584,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,leaves shed end,2016,312,305,312,7
NEON.PLA.D06.KONZ.06586,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2016,253,250,253,3
NEON.PLA.D06.KONZ.06586,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2016,259,256,263,7
NEON.PLA.D06.KONZ.06586,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2016,263,263,266,3
NEON.PLA.D06.KONZ.06586,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2016,319,312,319,7
NEON.PLA.D06.KONZ.06586,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth start,2017,90,82,90,8
NEON.PLA.D06.KONZ.06586,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth end,2017,111,111,115,4
NEON.PLA.D06.KONZ.06586,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2017,290,283,290,7
NEON.PLA.D06.KONZ.06587,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2016,242,238,242,4
NEON.PLA.D06.KONZ.06587,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2016,242,238,245,7
NEON.PLA.D06.KONZ.06587,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2016,259,259,263,4
NEON.PLA.D06.KONZ.06587,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2016,333,319,333,14
NEON.PLA.D06.KONZ.06587,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth start,2017,82,76,82,6
NEON.PLA.D06.KONZ.06587,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth end,2017,104,104,108,4
NEON.PLA.D06.KONZ.06587,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2017,258,255,258,3
NEON.PLA.D06.KONZ.06587,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2017,269,265,272,7
NEON.PLA.D06.KONZ.06587,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2017,276,276,283,7
NEON.PLA.D06.KONZ.06587,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2017,318,311,318,7
NEON.PLA.D06.KONZ.06588,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth start,2016,166,158,166,8
NEON.PLA.D06.KONZ.06588,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth end,2016,256,256,259,3
NEON.PLA.D06.KONZ.06588,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,first color,2016,270,266,270,4
NEON.PLA.D06.KONZ.06588,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,leaves shed end,2016,333,319,333,14
NEON.PLA.D06.KONZ.06589,KONZ,ANGE,KONZ-ANGE,Graminoid,first flower,2016,242,238,242,4
NEON.PLA.D06.KONZ.06589,KONZ,ANGE,KONZ-ANGE,Graminoid,peak flower,2016,243,242,245,3
NEON.PLA.D06.KONZ.06589,KONZ,ANGE,KONZ-ANGE,Graminoid,last flower,2016,253,253,256,3
NEON.PLA.D06.KONZ.06589,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2016,319,312,319,7
NEON.PLA.D06.KONZ.06589,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth start,2017,90,82,90,8
NEON.PLA.D06.KONZ.06589,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth end,2017,108,108,111,3
NEON.PLA.D06.KONZ.06589,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2017,311,305,311,6
NEON.PLA.D06.KONZ.06590,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2016,245,242,245,3
NEON.PLA.D06.KONZ.06590,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2016,253,250,256,6
NEON.PLA.D06.KONZ.06590,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2016,259,259,263,4
NEON.PLA.D06.KONZ.06590,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2016,319,312,319,7
NEON.PLA.D06.KONZ.06590,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth start,2017,104,101,104,3
NEON.PLA.D06.KONZ.06590,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth end,2017,111,111,115,4
NEON.PLA.D06.KONZ.06590,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2017,297,290,297,7
NEON.PLA.D06.KONZ.06591,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2016,305,298,305,7
NEON.PLA.D06.KONZ.06591,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth start,2017,94,90,94,4
NEON.PLA.D06.KONZ.06591,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth end,2017,111,111,115,4
NEON.PLA.D06.KONZ.06591,KONZ,ANGE,KONZ-ANGE,Graminoid,first flower,2017,269,265,269,4
NEON.PLA.D06.KONZ.06591,KONZ,ANGE,KONZ-ANGE,Graminoid,peak flower,2017,272,269,276,7
NEON.PLA.D06.KONZ.06591,KONZ,ANGE,KONZ-ANGE,Graminoid,last flower,2017,276,276,283,7
NEON.PLA.D06.KONZ.06591,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2017,297,290,297,7
NEON.PLA.D06.KONZ.06592,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth start,2016,158,152,158,6
NEON.PLA.D06.KONZ.06592,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,first color,2016,259,256,259,3
NEON.PLA.D06.KONZ.06592,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth end,2016,259,259,263,4
NEON.PLA.D06.KONZ.06592,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,leaves shed end,2016,333,319,333,14
NEON.PLA.D06.KONZ.06593,KONZ,ANGE,KONZ-ANGE,Graminoid,last flower,2016,250,250,253,3
NEON.PLA.D06.KONZ.06593,KONZ,ANGE,KONZ-ANGE,Graminoid,first flower,2016,250,245,250,5
NEON.PLA.D06.KONZ.06593,KONZ,ANGE,KONZ-ANGE,Graminoid,peak flower,2016,250,245,253,8
NEON.PLA.D06.KONZ.06593,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2016,312,305,312,7
NEON.PLA.D06.KONZ.06593,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth start,2017,101,97,101,4
NEON.PLA.D06.KONZ.06593,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth end,2017,125,125,132,7
NEON.PLA.D06.KONZ.06593,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2017,311,305,311,6
NEON.PLA.D06.KONZ.06594,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2016,245,242,245,3
NEON.PLA.D06.KONZ.06594,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2016,254,253,256,3
NEON.PLA.D06.KONZ.06594,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2016,263,263,266,3
NEON.PLA.D06.KONZ.06594,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2016,312,305,312,7
NEON.PLA.D06.KONZ.06594,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth start,2017,94,90,94,4
NEON.PLA.D06.KONZ.06594,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth end,2017,104,104,108,4
NEON.PLA.D06.KONZ.06594,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2017,272,269,272,3
NEON.PLA.D06.KONZ.06594,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2017,274,272,276,4
NEON.PLA.D06.KONZ.06594,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2017,276,276,283,7
NEON.PLA.D06.KONZ.06594,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2017,290,283,290,7
NEON.PLA.D06.KONZ.06595,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2016,259,256,259,3
NEON.PLA.D06.KONZ.06595,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2016,259,256,263,7
NEON.PLA.D06.KONZ.06595,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2016,270,270,273,3
NEON.PLA.D06.KONZ.06595,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2016,319,312,319,7
NEON.PLA.D06.KONZ.06595,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth start,2017,82,76,82,6
NEON.PLA.D06.KONZ.06595,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth end,2017,104,104,108,4
NEON.PLA.D06.KONZ.06595,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2017,255,251,255,4
NEON.PLA.D06.KONZ.06595,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2017,267,265,269,4
NEON.PLA.D06.KONZ.06595,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2017,283,283,290,7
NEON.PLA.D06.KONZ.06595,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2017,305,297,305,8
NEON.PLA.D06.KONZ.06596,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2016,312,305,312,7
NEON.PLA.D06.KONZ.06596,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth start,2017,90,82,90,8
NEON.PLA.D06.KONZ.06596,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth end,2017,111,111,115,4
NEON.PLA.D06.KONZ.06596,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2017,311,305,311,6
NEON.PLA.D06.KONZ.06597,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth start,2016,158,152,158,6
NEON.PLA.D06.KONZ.06597,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth end,2016,259,259,263,4
NEON.PLA.D06.KONZ.06597,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,first color,2016,270,266,270,4
NEON.PLA.D06.KONZ.06597,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,leaves shed end,2016,333,319,333,14
NEON.PLA.D06.KONZ.06598,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2016,259,256,259,3
NEON.PLA.D06.KONZ.06598,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2016,259,259,263,4
NEON.PLA.D06.KONZ.06598,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2016,259,256,263,7
NEON.PLA.D06.KONZ.06598,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2016,298,291,298,7
NEON.PLA.D06.KONZ.06598,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth start,2017,94,90,94,4
NEON.PLA.D06.KONZ.06598,KONZ,SCSC,KONZ-SCSC,Graminoid,new growth end,2017,104,104,108,4
NEON.PLA.D06.KONZ.06598,KONZ,SCSC,KONZ-SCSC,Graminoid,first flower,2017,255,251,255,4
NEON.PLA.D06.KONZ.06598,KONZ,SCSC,KONZ-SCSC,Graminoid,peak flower,2017,279,276,283,7
NEON.PLA.D06.KONZ.06598,KONZ,SCSC,KONZ-SCSC,Graminoid,last flower,2017,283,283,290,7
NEON.PLA.D06.KONZ.06598,KONZ,SCSC,KONZ-SCSC,Graminoid,leaves shed end,2017,297,290,297,7
NEON.PLA.D06.KONZ.06599,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth start,2016,158,152,158,6
NEON.PLA.D06.KONZ.06599,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,first flower,2016,193,187,193,6
NEON.PLA.D06.KONZ.06599,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,last flower,2016,193,193,200,7
NEON.PLA.D06.KONZ.06599,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,peak flower,2016,193,187,200,13
NEON.PLA.D06.KONZ.06599,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,first color,2016,259,256,259,3
NEON.PLA.D06.KONZ.06599,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth end,2016,259,259,263,4
NEON.PLA.D06.KONZ.06599,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,leaves shed end,2016,333,319,333,14
NEON.PLA.D06.KONZ.06600,KONZ,ANGE,KONZ-ANGE,Graminoid,first flower,2016,235,228,235,7
NEON.PLA.D06.KONZ.06600,KONZ,ANGE,KONZ-ANGE,Graminoid,peak flower,2016,253,250,256,6
NEON.PLA.D06.KONZ.06600,KONZ,ANGE,KONZ-ANGE,Graminoid,last flower,2016,256,256,259,3
NEON.PLA.D06.KONZ.06600,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2016,305,298,305,7
NEON.PLA.D06.KONZ.06600,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth start,2017,90,82,90,8
NEON.PLA.D06.KONZ.06600,KONZ,ANGE,KONZ-ANGE,Graminoid,new growth end,2017,94,94,97,3
NEON.PLA.D06.KONZ.06600,KONZ,ANGE,KONZ-ANGE,Graminoid,first flower,2017,262,258,262,4
NEON.PLA.D06.KONZ.06600,KONZ,ANGE,KONZ-ANGE,Graminoid,peak flower,2017,274,272,276,4
NEON.PLA.D06.KONZ.06600,KONZ,ANGE,KONZ-ANGE,Graminoid,last flower,2017,283,283,290,7
NEON.PLA.D06.KONZ.06600,KONZ,ANGE,KONZ-ANGE,Graminoid,leaves shed end,2017,297,290,297,7
NEON.PLA.D06.KONZ.06761,KONZ,CODR,KONZ-CODR,Deciduous broadleaf,new growth start,2016,158,152,158,6
